Shelfmark,Title,Dates,Language,Links
IOR/P/261/12 Jun 1821 pp 6748-58,The Mint Committee is directed to provide nitric acid for the Medical Department,15 Jun 1821,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543563.0x000001
IOR/P/261/15 20 Jul 1821 pp 8002-75,Black Town Dispensary matters,20 Jul 1821,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543573.0x000001
IOR/P/261/15 20 Jul 1821 pp 8078-81,Trial of iron hospital cots,20 Jul 1821,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543616.0x000001
IOR/P/276/39 21 May 1811 pp 2005-55,"Reports on the mortality from epidemic fever in the Southern Provinces and Madura, recommending the adoption of certain measures thereon",21 May 1811,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100055887005.0x000001
IOR/P/276/41 18 Oct 1811 pp 3280-98,Collector of Ramnad to the Madras Medical Board regarding contagious fever,18 Oct 1811,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052730158.0x000001
IOR/P/276/41 18 Oct 1811 pp 3299-3512,"Medical Committee report on investigations in the epidemic fever in Coimbatore, Dindigul, Madura and Tinnevelly during 1809-11",18 Oct 1811,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330235.0x000001
IOR/P/277/51 22 Feb 1821 pp 422-28,Rules for the Vaccination Department,22 Feb 1821,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052726134.0x000001
IOR/P/278/5 May 1826 p 1320-90,Papers on the establishment of a Native Medical School in Bombay Presidency,May 1826,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052726164.0x000001
IOR/P/345/32 11 Dec 1816 pp 5047-61,Report by Assistant Surgeon McAdam on the progress and symptoms of the epidemic [fever] raging to the north of Bombay,11 Dec 1816,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052726422.0x000001
IOR/P/345/48 16 Sep 1818 pp 1766-73,Native support for Government measures against cholera morbus,16 Sep 1818,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543641.0x000001
IOR/P/345/48 16 Sep 1818 pp 1790-91,"Vaccination report and returns, Bombay 1817-18",16 Sep 1818,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543647.0x000001
IOR/P/345/48 19 Aug 1818 pp 1670-72,Appearance of cholera morbus at Panvel,19 Aug 1818,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543629.0x000001
IOR/P/345/48 29 Jul 1818 pp 1580-81,Recommended measures for counteracting the effects of the cholera morbus should it reach Bombay Presidency,29 Jul 1818,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543620.0x000001
IOR/P/345/48 29 Jul 1818 pp 1583-88,Recommended measures for counteracting the effects of the cholera morbus should it reach Bombay Presidency,29 Jul 1818,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543624.0x000001
IOR/P/345/77 23 Jul 1823 pp 2238-52,Correspondence regarding the prevalence of the variolous [smallpox] inoculation in the Concans [Konkan],23 Jul 1823,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054639411.0x000001
IOR/P/345/77 Aug 1823 pp 2416-17,"List of patients admitted to Colaba Lunatic Asylum, 1823",06 Aug 1823,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054639462.0x000001
IOR/P/345/77 Jul 1823 pp 2144-46,"List of patients admitted to Colaba Lunatic Asylum, 1823",08 Jul 1823,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054639489.0x000001
IOR/P/347/18 May 1833 nos 28-34,"Reporting on the nuisance arising from exposure to rotting fish, intended for manure",01 May 1833,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052726497.0x000001
IOR/P/347/51 08 Oct 1836 nos 25-37,"Accounts of the ravages in Pali in the province of Ajmer of a malady resembling the plague, investigations into the nature of the disease, measures necessary to prevent its introduction in the Company's territories, restrictions adopted on the…",08 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052726553.0x000001
IOR/P/347/51 08 Oct 1836 nos 81-89,"Accounts of the ravages in Pali in the province of Ajmer of a malady resembling the plague, investigations into the nature of the disease, measures necessary to prevent its introduction in the Company's territories, restrictions adopted on the…",08 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330482.0x000001
IOR/P/347/51 08 Oct 1836 nos 125-28,"Accounts of the ravages in Pali in the province of Ajmer of a malady resembling the plague, investigations into the nature of the disease, measures necessary to prevent its introduction in the Company's territories, restrictions adopted on the…",08 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330468.0x000001
IOR/P/347/51 08 Oct 1836 nos 132-35,"Accounts of the ravages in Pali in the province of Ajmer of a malady resembling the plague, investigations into the nature of the disease, measures necessary to prevent its introduction in the Company's territories, restrictions adopted on the…",08 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330461.0x000001
IOR/P/347/51 08 Oct 1836 nos 183-85,"Accounts of the ravages in Pali in the province of Ajmer of a malady resembling the plague, investigations into the nature of the disease, measures necessary to prevent its introduction in the Company's territories, restrictions adopted on the…",08 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330473.0x000001
IOR/P/347/51 12 Oct 1836 nos 01-04,"Accounts of the ravages in Pali in the province of Ajmer of a malady resembling the plague, investigations into the nature of the disease, measures necessary to prevent its introduction in the Company's territories, restrictions adopted on the…",12 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330496.0x000001
IOR/P/347/51 12 Oct 1836 nos 07-08,"Accounts of the ravages in Pali in the province of Ajmer of a malady resembling the plague, investigations into the nature of the disease, measures necessary to prevent its introduction in the Company's territories, restrictions adopted on the…",12 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330509.0x000001
IOR/P/347/51 12 Oct 1836 nos 16-41,"Accounts of the ravages in Pali in the province of Ajmer of a malady resembling the plague, investigations into the nature of the disease, measures necessary to prevent its introduction in the Company's territories, restrictions adopted on the…",12 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330522.0x000001
IOR/P/347/51 19 Oct 1836 nos 69a-69c,"Accounts of the ravages in Pali in the province of Ajmer of a malady resembling the plague, investigations into the nature of the disease, measures necessary to prevent its introduction in the Company's territories, restrictions adopted on the…",19 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330555.0x000001
IOR/P/347/51 26 Oct 1836 nos 36-45,"Accounts of the ravages in Pali in the province of Ajmer of a malady resembling the plague, investigations into the nature of the disease, measures necessary to prevent its introduction in the Company's territories, restrictions adopted on the…",26 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330640.0x000001
IOR/P/347/51 26 Oct 1836 nos 115-16,"Accounts of the ravages in Pali in the province of Ajmer of a malady resembling the plague, investigations into the nature of the disease, measures necessary to prevent its introduction in the Company's territories, restrictions adopted on the…",26 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330563.0x000001
IOR/P/347/51 26 Oct 1836 nos 124-37,Report on the disease which prevailed in Kathiawar 1816-1820,26 Oct 1836,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061330573.0x000001
IOR/P/347/68 Jul 1838 nos 150-59,"Correspondence regarding the Native Medical School, Bombay",04 Jul 1838,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052727262.0x000001
IOR/P/348/19 02 Dec 1840 nos 7592-93,"Vaccination report and returns, Bombay 1839-40",02 Dec 1840,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062979596.0x000001
IOR/P/348/19 Nov 1840 nos 7213-20,"Memorandum on the Medical College and Hospital, Bombay",11 Nov 1840,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052727347.0x000001
IOR/P/350/36 Jul 1851 nos 4620-25,Bombay mortuary returns for 1848-1849,10 Jul 1850,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100052727696.0x000001
IOR/P/350/49 12 Mar 1851 nos 1799-1802,Measures adopted to prevent the spread of cholera in Karachi,12 Mar 1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062979876.0x000001
IOR/P/350/49 12 Mar 1851 nos 1863-64,Returns of cholera cases in the city of Poona,12 Mar 1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062979946.0x000001
IOR/P/350/49 Mar 1851 nos 2074-77,Medical Board to meet Ghulam Ahmed Peerjaday regarding his cure for cholera,12 Mar 1851,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062980010.0x000001
IOR/P/351/1 05 May 1852 nos 3381-86,Opposition to vaccination in Rutnagherry [Ratnagiri],05 May 1852,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062980084.0x000001
IOR/P/351/1 05 May 1852 nos 3452-65,Opinions of the Bombay Presidency Collectors on inoculation and vaccination,05 May 1852,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062980159.0x000001
IOR/P/351/37 20 Dec 1854 nos 6117-19,"Report on sanitary conditions at Poona Cantonment and in the vicinity, and corrective measures to remove the causes of malaria",20 Dec 1854,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062980352.0x000001
IOR/P/351/37 20 Dec 1854 nos 6400-02,Report on the environment at Seroor [Sirur] Cantonment with respect to malaria,20 Dec 1854,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062980438.0x000001
IOR/P/351/37 20 Dec 1854 nos 6416-18,Prickly pear hedges to be removed at Sholapur [measures against malaria],20 Dec 1854,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062980522.0x000001
IOR/P/351/62 15 Nov 1856 nos 5821-24,Distribution of pro-vaccination literature in Marathi [Mharatta],15 Nov 1856,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543651.0x000001
IOR/P/354/30 30 Sep 1803 pp 3688-3702,Report on the progress of vaccination in Bombay Presidency and recommendations for further superintendence,30 Sep 1803,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054543657.0x000001
IOR/P/434/44 Apr 1869 no 01,Annual report of the Lock Hospital at Jhansie for the year ending 31 December 1868,Apr 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496341.0x000001
IOR/P/434/44 Apr 1869 nos 04-07,Report on Public Health and Births and Deaths for Burma for 1867-1868,Dec 1868- Apr 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496349.0x000001
IOR/P/434/44 Aug 1869 no 08,Rules for determining the presence of organic matter in water,Jul 1869- Aug 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496386.0x000001
IOR/P/434/44 Aug 1869 no 09,"Sanitary Commissioner with the Government of India directed to proceed to the Cantonments and Camps where cholera is now prevalent, with a view to making investigations",Aug 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496392.0x000001
IOR/P/434/44 Aug 1869 no 13,"Remarks on Dr Cutcliffe's Report on the Meerut Division, and the sanitary condition of certain Districts along the Ganges Canal",Jul 1869- Aug 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496401.0x000001
IOR/P/434/44 Aug 1869 nos 01-02,Reports on the progress in the sanitary improvement made in the Madras Presidency,Jul 1869- Aug 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496406.0x000001
IOR/P/434/44 Aug 1869 nos 09a-09c,Proposal for improving the water-supply of Simla,Aug 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496445.0x000001
IOR/P/434/44 Aug 1869 nos 10-12,"Report on the drainage and conservancy of Calcutta by David B Smith, Sanitary Commissioner for Bengal",Jun 1869- Aug 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496453.0x000001
IOR/P/434/44 Aug 1869 nos 14-15,Deaths from cholera of emigrants in vessels sailing from the Port of Bombay for Mauritius,Aug 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496486.0x000001
IOR/P/434/44 Aug 1869 nos 16-21,Disposal of sewage of the Fyzabad Cantonment,May 1869- Aug 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496492.0x000001
IOR/P/434/44 Aug 1869 nos 23-25,Outbreak of cholera in the Lucknow Cantonments,Aug 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496498.0x000001
IOR/P/434/44 Aug 1869 nos 26-33,Proposed establishment of quarantine stations on the Red Sea,Nov 1867- Aug 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496506.0x000001
IOR/P/434/44 Dec 1869 no 15,Comments on the cultivation of sunflowers to neutralize the injurious effects of marshy exhalations,Nov 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496520.0x000001
IOR/P/434/44 Dec 1869 nos 02-04,Occurance of cholera in emigrant ships,Oct 1869- Dec 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496527.0x000001
IOR/P/434/44 Dec 1869 nos 05-06,Statement showing the number and causes of deaths in Mysore Province for 1868-69,Oct 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496536.0x000001
IOR/P/434/44 Dec 1869 nos 07-09,Outbreak of cholera at Umritsur [Amritsar],Sep 1869- Dec 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496544.0x000001
IOR/P/434/44 Dec 1869 nos 16-17,Question of the more effectual disposal of the Calcutta night-soil,Oct 1869- Dec 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496550.0x000001
IOR/P/434/44 Jan 1869 nos 01-06,Report on the vital statistics in the Central Provinces for 1868; plus adoption of uniform returns for vital and sanitary statistics,Oct 1868- Jan 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496558.0x000001
IOR/P/434/44 Jul 1869 no 04,Comments by the Sanitary Commissioner with the Government of India on the dry-earth system of sewage,Jun 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496571.0x000001
IOR/P/434/44 Jul 1869 nos 01-03,"Forms for collecting the vital statistics of the general population, and for showing the monthly and annual results",Jun 1869-Jul 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496577.0x000001
IOR/P/434/44 Jul 1869 nos 04a-04c,Changes in the existing arrangements of the constitution of the Sanitary Department with the Government of India,Jul 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496593.0x000001
IOR/P/434/44 Jul 1869 nos 05-08,Sanitary arrangements for the Durbar to be held at Agra during the next cold season,Jun 1869-Jul 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496600.0x000001
IOR/P/434/44 Jul 1869 nos 08a-08b,Proposed legislation to give the necessary power to Local Officers to enforce sanitary measures in the villages and smaller towns in Oudh,Jun 1869-Jul 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496607.0x000001
IOR/P/434/44 Jul 1869 nos 09-10,Necessity for special arrangements being made for the accomodation of patients suffering from contagious diseases who may have occasion to be moved by rail,Jun 1869-Jul 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496612.0x000001
IOR/P/434/44 Jul 1869 nos 11-12,Compilation of data from the three Presidencies of India regarding the prevalence of cholera and the dates of its appearance among emigrants on board ship,Jun 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496618.0x000001
IOR/P/434/44 Jul 1869 nos 13-16m,Sanitary measures for improving Indian stations: Madras,Aug 1868- Jul 1869,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100079496624.0x000001
